Player ID,PlayerName,ELONOWR,ELO,RANK,GuessRate,erigs,Seven8,avg8,LivesTaken,LivesSaved,WIN,LOSE,TIE,RigsHit,OfflistHit,Rigs,RigsMissed,SoloRigs,MissedSolos,LivesLostOnRigs,OfflistErigs,rigs8,TotalSongs,Samples,WINSTREAK,LOSESTREAK,TIESTREAK,PALL,PRECENT,WR,STREAK,FINAL MODIFIER
31.0,SakurabaRola,127.0,127.0,0.423,0.634,0.003,0.0,0.616,10.0,15.333,10.0,5.0,0.0,38.667,31.0,47.0,8.333,9.333,1.667,2.0,1.0,3.232,108.333,3,10.0,5.0,0.0,15.0,15.0,0.0,0.0,0.0
59.0,neoburnz,125.82,125.945,0.419,0.635,0.003,0.0,0.604,12.3,18.0,209.0,196.0,10.0,36.5,35.5,39.7,3.2,6.1,1.1,0.6,0.9,3.511,112.3,10,25.0,27.0,1.0,415.0,53.0,0.016,-0.019,-0.003
33.0,Tsui,121.89,123.604,0.406,0.599,0.002,0.1,0.604,13.2,19.8,91.0,77.0,6.0,23.4,52.7,27.4,4.0,6.3,1.1,0.8,1.4,3.226,127.5,10,32.0,22.0,1.0,174.0,55.0,0.04,0.091,0.131
50.0,Sniparook,123.49,123.49,0.412,0.615,0.003,0.0,0.602,12.333,20.667,8.0,7.0,1.0,52.333,34.667,64.667,12.333,11.667,3.0,4.667,1.333,3.132,142.0,3,8.0,7.0,1.0,16.0,16.0,0.0,0.0,0.0
268.0,civiltwlight,122.56,122.956,0.409,0.568,0.003,0.0,0.643,13.5,17.6,116.0,113.0,5.0,19.4,49.7,24.3,4.9,8.5,2.2,1.3,1.7,2.543,120.6,10,29.0,26.0,1.0,234.0,56.0,0.006,0.027,0.033
83.0,Milar,120.47,120.577,0.402,0.57,0.002,0.2,0.619,11.7,18.9,30.0,31.0,1.0,30.8,40.8,35.4,4.6,9.1,1.9,1.0,0.5,2.886,125.5,10,29.0,26.0,1.0,62.0,56.0,-0.008,0.027,0.019
30.0,revel,120.05,120.05,0.4,0.554,0.003,0.0,0.631,13.5,14.5,6.0,4.0,0.0,33.0,26.5,35.5,2.5,7.5,0.0,1.0,0.5,3.174,107.0,2,6.0,4.0,0.0,10.0,10.0,0.0,0.0,0.0
77.0,neptune,119.41,119.216,0.398,0.557,0.002,0.0,0.623,10.2,18.4,59.0,58.0,2.0,42.1,24.5,45.5,3.4,5.6,0.7,0.8,0.5,3.347,119.6,10,25.0,28.0,1.0,119.0,54.0,0.004,-0.028,-0.024
16.0,yahallonyanpasu,117.02,119.107,0.39,0.451,0.004,1.8,0.71,15.7,14.9,109.0,92.0,2.0,24.6,30.7,32.5,7.9,12.6,1.9,1.6,1.5,2.466,122.5,10,35.0,21.0,0.0,203.0,56.0,0.042,0.125,0.167
351.0,kabigon,119.0,119.0,0.397,0.665,0.002,2.0,0.503,10.0,18.0,4.0,2.0,0.0,52.0,61.0,52.0,0.0,0.0,0.0,0.0,3.0,4.692,170.0,1,4.0,2.0,0.0,6.0,6.0,0.0,0.0,0.0
82.0,ShiinaMahiru,118.83,118.289,0.396,0.57,0.002,0.2,0.603,9.3,15.2,57.0,58.0,1.0,27.1,38.4,29.4,2.3,4.7,0.4,0.6,1.2,3.606,114.7,10,25.0,30.0,0.0,116.0,55.0,-0.004,-0.045,-0.05
307.0,kaededayo,116.81,116.299,0.389,0.549,0.002,0.2,0.604,9.3,15.9,64.0,66.0,0.0,31.6,34.0,33.7,2.1,4.2,0.5,0.6,1.3,3.492,120.4,10,26.0,30.0,0.0,130.0,56.0,-0.008,-0.036,-0.043
394.0,Komari,113.66,115.746,0.379,0.539,0.002,0.3,0.583,9.9,12.7,93.0,72.0,7.0,35.3,27.6,39.6,4.3,4.7,0.7,1.1,1.6,3.822,116.7,10,29.0,20.0,3.0,172.0,52.0,0.061,0.087,0.148
379.0,CipherKai,116.35,115.64,0.388,0.578,0.001,0.0,0.569,8.7,15.7,106.0,118.0,3.0,48.2,23.2,55.4,7.2,4.8,1.3,2.2,0.2,3.728,123.8,10,26.0,28.0,1.0,227.0,55.0,-0.026,-0.018,-0.045
106.0,cafezinho,114.78,114.926,0.383,0.502,0.003,0.0,0.634,11.6,12.5,106.0,101.0,4.0,38.8,16.9,49.0,10.2,9.0,2.6,2.5,0.6,3.051,111.2,10,27.0,28.0,0.0,211.0,55.0,0.012,-0.009,0.003
58.0,Lika,112.36,114.912,0.375,0.47,0.003,0.2,0.643,13.8,13.9,96.0,73.0,2.0,26.8,30.7,28.9,2.1,10.4,1.2,0.3,0.6,2.637,122.3,10,36.0,22.0,0.0,171.0,58.0,0.067,0.121,0.188
47.0,Renzou,113.15,114.769,0.377,0.52,0.003,0.1,0.598,11.0,11.1,39.0,34.0,1.0,35.6,25.9,39.9,4.3,7.8,1.2,1.2,0.3,3.242,118.1,10,31.0,21.0,1.0,74.0,53.0,0.034,0.094,0.128
78.0,doomchicken,112.53,113.556,0.375,0.525,0.002,0.1,0.588,9.4,14.4,37.0,33.0,1.0,44.6,24.2,50.7,6.1,7.3,1.3,1.3,1.0,3.754,131.1,10,29.0,24.0,1.0,71.0,54.0,0.028,0.046,0.074
318.0,Nephirea,113.19,112.814,0.377,0.554,0.001,0.0,0.563,9.5,13.1,48.0,50.0,5.0,33.2,37.4,33.9,0.7,5.3,0.3,0.1,0.6,3.786,126.5,10,25.0,27.0,3.0,103.0,55.0,-0.01,-0.018,-0.028
45.0,Noru,112.73,112.73,0.376,0.541,0.002,0.5,0.571,8.667,9.5,18.0,12.0,0.0,32.167,26.0,39.5,7.333,6.5,1.167,2.333,0.333,3.425,107.167,6,18.0,12.0,0.0,30.0,30.0,0.0,0.0,0.0
79.0,JuliAless64,113.34,112.349,0.378,0.539,0.002,0.2,0.581,8.1,13.8,25.0,30.0,1.0,38.2,21.3,46.4,8.2,7.0,1.3,2.3,0.3,3.576,110.8,10,25.0,26.0,0.0,56.0,51.0,-0.045,-0.01,-0.054
88.0,Emdiel,111.82,112.25,0.373,0.49,0.002,0.1,0.617,9.8,11.5,193.0,187.0,2.0,37.7,16.7,46.3,8.6,5.5,2.5,2.0,0.7,3.238,108.9,10,29.0,26.0,0.0,382.0,55.0,0.008,0.027,0.035
70.0,MahiruShiina,111.39,112.215,0.371,0.51,0.002,0.1,0.591,9.9,11.6,44.0,41.0,0.0,44.1,14.0,53.1,9.0,8.0,2.3,2.6,0.0,3.412,114.2,10,29.0,24.0,0.0,85.0,53.0,0.018,0.047,0.065
51.0,Chata,111.23,111.807,0.371,0.536,0.002,0.4,0.561,10.4,11.7,26.0,24.0,2.0,33.2,35.2,37.7,4.5,5.6,1.0,1.0,1.5,3.734,127.7,10,26.0,24.0,2.0,52.0,52.0,0.019,0.019,0.038
156.0,Zental,113.99,111.5,0.38,0.513,0.003,0.0,0.614,9.6,11.8,37.0,49.0,1.0,30.8,21.7,32.8,2.0,4.9,0.6,0.8,0.7,3.323,102.4,10,21.0,33.0,0.0,87.0,54.0,-0.069,-0.111,-0.18
274.0,Mami,109.97,110.605,0.367,0.451,0.002,0.4,0.64,10.3,13.0,73.0,68.0,1.0,20.1,32.3,23.9,3.8,9.4,1.2,1.1,0.6,2.697,114.5,10,28.0,25.0,0.0,142.0,53.0,0.018,0.028,0.046
119.0,Fumiii,108.93,110.406,0.363,0.507,0.002,0.1,0.57,9.5,10.7,147.0,134.0,3.0,41.9,17.9,45.6,3.7,4.4,0.9,1.3,0.3,3.655,117.3,10,32.0,21.0,1.0,284.0,54.0,0.023,0.102,0.125
220.0,Bofu,110.9,110.186,0.37,0.532,0.002,0.0,0.562,9.125,11.375,20.0,22.0,0.0,29.875,34.25,30.75,0.875,5.125,0.375,0.0,0.75,3.756,120.625,8,20.0,22.0,0.0,42.0,42.0,-0.024,-0.024,-0.048
347.0,Selaph,110.1,110.1,0.367,0.505,0.002,0.6,0.583,8.4,11.8,13.0,13.0,0.0,28.4,31.0,30.4,2.0,5.8,0.2,0.6,0.8,3.546,116.2,5,13.0,13.0,0.0,26.0,26.0,0.0,0.0,0.0
327.0,Flato,108.39,109.667,0.361,0.498,0.001,0.0,0.574,7.333,10.778,25.0,21.0,1.0,28.333,26.889,35.556,7.222,4.0,1.111,2.667,0.333,3.423,110.444,9,25.0,21.0,1.0,47.0,47.0,0.043,0.043,0.085
128.0,apurplenose,111.2,109.637,0.371,0.548,0.002,0.4,0.548,8.1,12.6,78.0,84.0,5.0,33.3,33.1,37.3,4.0,4.5,1.1,1.4,0.7,3.776,121.5,10,20.0,33.0,1.0,167.0,54.0,-0.018,-0.12,-0.138
113.0,Maki04,108.88,108.973,0.363,0.505,0.001,0.1,0.571,7.9,11.0,111.0,111.0,7.0,36.1,22.6,45.0,8.9,4.6,1.6,1.5,0.4,3.479,115.9,10,27.0,26.0,1.0,229.0,54.0,0.0,0.009,0.009
72.0,ruuka,107.05,108.837,0.357,0.455,0.001,0.1,0.607,7.9,12.1,48.0,41.0,0.0,34.2,19.0,51.5,17.3,6.2,2.9,4.1,0.6,3.08,116.9,10,33.0,22.0,0.0,89.0,55.0,0.039,0.1,0.139
238.0,Progenitor,110.79,108.739,0.369,0.532,0.002,0.0,0.562,9.0,10.9,49.0,64.0,4.0,37.3,23.4,43.6,6.3,5.6,2.0,2.0,0.5,3.573,114.5,10,22.0,30.0,0.0,117.0,52.0,-0.064,-0.077,-0.141
120.0,HiHi,107.97,108.311,0.36,0.464,0.002,0.375,0.605,9.875,10.25,22.0,21.0,1.0,30.0,20.875,33.625,3.625,7.125,1.125,0.875,0.625,3.344,110.0,8,22.0,21.0,1.0,44.0,44.0,0.011,0.011,0.023
38.0,Diukes,107.86,107.86,0.36,0.466,0.002,0.8,0.603,8.2,11.6,14.0,13.0,1.0,33.0,24.0,50.4,17.4,7.0,2.4,4.6,0.4,3.203,120.6,5,14.0,13.0,1.0,28.0,28.0,0.0,0.0,0.0
276.0,hmsuis,107.33,107.84,0.358,0.481,0.002,0.2,0.581,9.1,11.2,106.0,99.0,6.0,27.3,28.6,31.9,4.6,4.9,1.1,1.1,0.5,3.56,115.5,10,29.0,27.0,0.0,211.0,56.0,0.017,0.018,0.034
191.0,redeyes,107.53,107.548,0.358,0.486,0.002,0.2,0.578,8.7,11.2,125.0,120.0,1.0,37.3,18.3,45.2,7.9,6.6,1.7,1.6,0.1,3.563,114.2,10,26.0,28.0,0.0,246.0,54.0,0.01,-0.019,-0.008
36.0,anonimus_opinion,107.48,107.48,0.358,0.504,0.001,1.0,0.558,8.0,12.0,7.0,4.0,0.0,31.5,33.5,41.5,10.0,5.0,1.0,1.5,1.0,3.497,129.0,2,7.0,4.0,0.0,11.0,11.0,0.0,0.0,0.0
366.0,AitsukiNakuru,108.0,107.344,0.36,0.497,0.002,0.0,0.57,8.5,11.9,184.0,186.0,9.0,44.5,16.7,56.8,12.3,6.6,2.6,3.6,0.6,3.523,123.3,10,25.0,32.0,1.0,379.0,58.0,-0.003,-0.06,-0.063
76.0,comfv,105.36,107.178,0.351,0.442,0.002,0.6,0.603,8.6,11.8,36.0,29.0,0.0,22.9,30.2,28.3,5.4,7.6,2.1,1.1,0.6,2.997,120.3,10,31.0,23.0,0.0,65.0,54.0,0.054,0.074,0.128
87.0,Beokros,106.66,106.747,0.356,0.474,0.002,0.4,0.581,9.8,11.9,55.0,52.0,6.0,33.9,25.2,37.8,3.9,7.5,1.5,0.5,0.4,3.334,125.1,10,26.0,28.0,2.0,113.0,56.0,0.013,-0.018,-0.005
100.0,IrinaShidou,108.48,106.628,0.362,0.509,0.001,0.3,0.563,8.8,12.0,36.0,45.0,0.0,46.0,17.0,69.0,23.0,6.8,5.0,6.6,0.2,3.222,123.6,10,23.0,31.0,0.0,81.0,54.0,-0.056,-0.074,-0.13
149.0,Zozo,106.14,106.291,0.354,0.469,0.001,0.1,0.582,7.5,10.7,89.0,95.0,3.0,29.1,24.8,32.7,3.6,4.6,0.8,0.9,0.5,3.554,113.9,10,28.0,23.0,2.0,187.0,53.0,-0.016,0.047,0.031
285.0,miiarad,107.37,106.112,0.358,0.501,0.001,0.0,0.56,8.2,10.6,79.0,85.0,8.0,28.4,34.7,30.9,2.5,3.8,0.9,0.7,0.6,3.556,125.7,10,21.0,31.0,3.0,172.0,55.0,-0.017,-0.091,-0.108
221.0,Neumann,105.99,105.99,0.353,0.506,0.001,0.0,0.541,8.0,10.5,5.0,4.0,1.0,37.0,23.5,42.5,5.5,4.5,1.0,1.0,0.0,3.823,119.5,2,5.0,4.0,1.0,10.0,10.0,0.0,0.0,0.0
129.0,peeku,105.88,105.88,0.353,0.503,0.002,0.25,0.543,8.75,9.0,11.0,11.0,0.0,31.0,31.75,37.25,6.25,6.0,0.75,0.75,0.5,3.742,124.25,4,11.0,11.0,0.0,22.0,22.0,0.0,0.0,0.0
98.0,Comete,105.73,105.73,0.352,0.455,0.002,0.25,0.592,10.0,8.75,18.0,4.0,0.0,33.25,25.75,46.25,13.0,9.5,3.5,2.0,0.5,3.258,126.75,4,18.0,4.0,0.0,22.0,22.0,0.0,0.0,0.0
217.0,ShelterRin,105.27,105.481,0.351,0.494,0.001,0.1,0.547,7.0,10.0,116.0,107.0,6.0,29.0,30.9,33.8,4.8,3.9,0.6,1.4,0.2,3.631,121.3,10,26.0,28.0,1.0,229.0,55.0,0.02,-0.018,0.001
80.0,moosepi,107.91,105.23,0.36,0.507,0.001,0.1,0.559,8.3,12.7,33.0,45.0,1.0,38.6,27.8,50.1,11.5,5.8,1.9,2.8,0.4,3.635,131.4,10,21.0,34.0,1.0,79.0,56.0,-0.076,-0.116,-0.192
403.0,AnnaYanami,104.31,104.996,0.348,0.465,0.002,0.1,0.567,8.0,9.3,115.0,102.0,2.0,23.6,30.9,25.2,1.6,4.1,0.8,0.4,1.1,3.489,117.2,10,27.0,26.0,1.0,219.0,54.0,0.03,0.009,0.039
112.0,Legitted,104.88,104.88,0.35,0.487,0.001,0.5,0.55,7.0,12.5,10.0,13.0,0.0,18.5,46.25,19.75,1.25,4.75,0.0,0.25,0.75,3.544,131.5,4,10.0,13.0,0.0,23.0,23.0,0.0,0.0,0.0
125.0,paperyoshi10,104.34,103.705,0.348,0.448,0.002,0.3,0.585,9.7,8.1,124.0,136.0,3.0,28.2,21.6,28.7,0.5,4.3,0.0,0.1,0.4,3.726,111.6,10,27.0,29.0,0.0,263.0,56.0,-0.023,-0.018,-0.041
124.0,LelPop,103.65,103.65,0.345,0.401,0.002,0.0,0.629,8.25,10.0,8.0,15.0,0.0,21.25,25.25,27.5,6.25,6.75,1.75,1.5,0.75,2.876,115.0,4,8.0,15.0,0.0,23.0,23.0,0.0,0.0,0.0
37.0,claydoll1091,102.77,103.596,0.343,0.439,0.003,0.0,0.579,9.8,8.9,90.0,85.0,3.0,21.1,32.4,25.9,4.8,8.7,1.8,0.9,1.2,2.943,122.1,10,30.0,24.0,1.0,178.0,55.0,0.014,0.055,0.069
373.0,harges,103.0,103.497,0.343,0.459,0.001,0.4,0.561,8.5,9.3,42.0,40.0,2.0,26.4,34.0,28.5,2.1,3.2,0.3,0.4,0.7,3.924,129.7,10,30.0,27.0,1.0,84.0,58.0,0.012,0.026,0.038
23.0,Shuuka,103.25,103.25,0.344,0.356,0.002,0.0,0.673,9.0,10.0,4.0,2.0,0.0,23.0,19.0,40.0,17.0,8.0,4.0,2.0,1.0,2.45,118.0,1,4.0,2.0,0.0,6.0,6.0,0.0,0.0,0.0
505.0,MaikaSasaki,104.9,103.08,0.35,0.479,0.001,0.2,0.559,7.2,10.2,55.0,65.0,2.0,33.5,24.0,39.4,5.9,3.5,0.4,1.3,0.6,3.822,120.6,10,22.0,33.0,0.0,122.0,55.0,-0.041,-0.1,-0.141
81.0,Pile,103.67,102.915,0.346,0.437,0.002,0.1,0.591,8.6,10.1,150.0,175.0,6.0,33.8,17.4,51.1,17.3,9.7,5.5,3.9,0.2,2.869,117.1,10,28.0,28.0,0.0,331.0,56.0,-0.038,0.0,-0.038
358.0,mangoss,103.23,102.899,0.344,0.491,0.001,0.0,0.53,5.7,10.1,126.0,130.0,7.0,38.3,25.6,45.5,7.2,5.9,0.9,2.0,0.2,3.89,129.7,10,27.0,29.0,0.0,263.0,56.0,-0.008,-0.018,-0.025
289.0,Provenance,100.78,102.837,0.336,0.4,0.002,0.0,0.601,10.4,7.4,43.0,33.0,0.0,29.1,14.8,31.6,2.5,7.0,0.6,0.5,0.3,3.3,109.8,10,31.0,23.0,0.0,76.0,54.0,0.066,0.074,0.14
18.0,GyroInmobile,102.55,102.55,0.342,0.487,0.001,0.0,0.526,9.0,7.0,1.0,3.0,1.0,29.0,28.0,36.0,7.0,3.0,1.0,2.0,0.0,3.75,117.0,1,1.0,3.0,1.0,5.0,5.0,0.0,0.0,0.0
480.0,Tugia,102.64,102.355,0.342,0.422,0.002,0.3,0.596,8.3,9.2,116.0,114.0,3.0,24.7,23.5,25.3,0.6,5.2,0.4,0.0,0.6,3.236,112.6,10,25.0,29.0,0.0,233.0,54.0,0.004,-0.037,-0.033
369.0,florenz,100.56,102.078,0.335,0.449,0.001,0.7,0.547,7.2,10.5,46.0,37.0,1.0,25.4,34.8,38.2,12.8,6.5,2.3,3.1,0.4,3.608,134.9,10,30.0,25.0,1.0,84.0,56.0,0.054,0.045,0.098
325.0,Swapin,101.43,101.808,0.338,0.455,0.002,0.1,0.549,7.5,7.6,88.0,80.0,2.0,31.7,24.2,40.4,8.7,3.8,1.2,1.9,0.6,3.712,122.8,10,26.0,27.0,1.0,170.0,54.0,0.024,-0.009,0.014
311.0,beautiful,102.53,101.798,0.342,0.472,0.001,0.375,0.542,7.5,8.375,19.0,21.0,1.0,18.375,40.375,20.75,2.375,5.0,0.75,0.75,0.375,3.459,123.875,8,19.0,21.0,1.0,41.0,41.0,-0.024,-0.024,-0.049
177.0,oh95,101.97,101.529,0.34,0.457,0.001,0.167,0.553,7.0,11.333,16.0,17.0,1.0,27.667,30.5,34.5,6.833,5.167,0.833,2.333,0.5,3.581,128.167,6,16.0,17.0,1.0,34.0,34.0,-0.015,-0.015,-0.029
146.0,tapumomo,99.96,101.137,0.333,0.411,0.002,0.4,0.581,8.1,9.7,80.0,68.0,2.0,27.4,22.0,33.8,6.4,6.9,1.5,0.9,0.2,3.368,120.3,10,28.0,24.0,1.0,150.0,53.0,0.04,0.038,0.078
344.0,Naizuri,98.7,100.559,0.329,0.426,0.001,0.0,0.553,6.4,6.7,122.0,101.0,2.0,29.5,20.2,34.7,5.2,2.8,0.9,1.1,0.2,3.854,114.8,10,32.0,22.0,0.0,225.0,54.0,0.047,0.093,0.139
46.0,Orfey,100.27,100.533,0.334,0.356,0.002,0.6,0.643,8.0,9.3,29.0,28.0,0.0,25.4,16.2,35.7,10.3,7.0,2.7,2.6,0.0,2.798,117.3,10,29.0,28.0,0.0,57.0,57.0,0.009,0.009,0.018
103.0,mrwolf2,100.86,100.503,0.336,0.385,0.002,0.875,0.618,8.375,9.75,20.0,21.0,1.0,22.875,21.0,38.5,15.625,8.875,4.5,3.25,0.5,2.655,114.5,8,20.0,21.0,1.0,42.0,42.0,-0.012,-0.012,-0.024
150.0,Bommie,99.52,100.402,0.332,0.449,0.001,0.1,0.536,6.4,6.2,89.0,94.0,1.0,40.8,11.1,51.1,10.3,3.4,1.8,1.7,0.2,3.788,115.8,10,32.0,20.0,0.0,184.0,52.0,-0.014,0.115,0.102
84.0,Alkios,96.89,100.401,0.323,0.429,0.001,0.5,0.531,8.5,8.75,29.0,18.0,0.0,23.125,37.5,28.25,5.125,5.25,0.75,0.75,0.875,3.999,141.625,8,29.0,18.0,0.0,47.0,47.0,0.117,0.117,0.234
121.0,Janoxx,99.0,100.233,0.33,0.321,0.003,0.6,0.667,10.2,7.6,150.0,138.0,1.0,16.8,18.1,17.9,1.1,10.8,0.3,0.2,0.2,1.949,108.2,10,32.0,23.0,0.0,289.0,55.0,0.021,0.082,0.103
8.0,Hejsan,100.18,100.18,0.334,0.446,0.001,0.5,0.546,6.5,11.25,11.0,8.0,1.0,29.25,20.75,41.25,12.0,6.75,2.75,2.75,0.0,3.508,112.25,4,11.0,8.0,1.0,20.0,20.0,0.0,0.0,0.0
115.0,Saiki,100.16,100.16,0.334,0.402,0.003,0.0,0.591,10.5,8.5,5.0,5.0,0.0,25.5,22.5,26.5,1.0,12.0,0.5,0.0,0.5,3.098,119.0,2,5.0,5.0,0.0,10.0,10.0,0.0,0.0,0.0
430.0,HaruUrara,101.15,100.071,0.337,0.409,0.002,0.5,0.595,8.4,9.6,99.0,105.0,3.0,23.5,24.9,28.9,5.4,7.1,1.5,1.4,0.3,3.06,117.5,10,24.0,33.0,0.0,207.0,57.0,-0.014,-0.079,-0.093
321.0,jaimeywea,98.11,99.888,0.327,0.447,0.001,0.4,0.523,6.6,8.1,73.0,59.0,3.0,32.3,25.1,36.6,4.3,5.0,1.1,0.9,0.4,3.895,125.8,10,30.0,22.0,2.0,135.0,54.0,0.052,0.074,0.126
432.0,Deja_,98.91,99.699,0.33,0.368,0.001,0.571,0.617,7.571,10.0,20.0,18.0,0.0,29.0,10.571,33.429,4.429,4.286,1.0,1.0,0.143,3.24,108.143,7,20.0,18.0,0.0,38.0,38.0,0.026,0.026,0.053
91.0,Baikinman,98.57,99.527,0.329,0.443,0.001,0.444,0.532,5.778,8.778,25.0,22.0,0.0,33.889,19.0,54.111,20.222,5.667,3.0,4.556,0.333,3.54,119.333,9,25.0,22.0,0.0,47.0,47.0,0.032,0.032,0.064
291.0,ss_r_white_pony,99.67,99.397,0.332,0.409,0.002,0.1,0.579,8.7,8.5,87.0,87.0,1.0,25.1,22.5,27.2,2.1,7.6,1.1,0.4,0.1,3.08,115.5,10,26.0,29.0,0.0,175.0,55.0,0.0,-0.027,-0.027
66.0,bamboo,101.12,99.391,0.337,0.416,0.002,0.5,0.588,8.4,9.4,91.0,95.0,3.0,26.5,23.8,27.3,0.8,7.1,0.4,0.2,0.5,3.412,119.1,10,19.0,36.0,1.0,189.0,56.0,-0.011,-0.152,-0.162
479.0,NMapper,101.39,98.979,0.338,0.395,0.003,0.1,0.612,10.6,7.5,23.0,32.0,1.0,28.1,15.4,36.6,8.5,8.1,3.1,1.8,0.7,2.904,110.8,10,23.0,32.0,1.0,56.0,56.0,-0.08,-0.08,-0.161
123.0,Konsumenci,98.69,98.965,0.329,0.367,0.002,0.0,0.614,9.9,5.2,130.0,123.0,2.0,18.1,24.2,23.2,5.1,8.0,2.8,0.9,0.4,2.602,114.6,10,29.0,29.0,0.0,255.0,58.0,0.014,0.0,0.014
326.0,pomo,98.32,98.69,0.328,0.398,0.002,0.1,0.578,8.5,8.0,108.0,104.0,5.0,32.0,13.1,42.7,10.7,6.9,2.9,2.5,0.2,3.205,113.9,10,28.0,26.0,0.0,217.0,54.0,0.009,0.019,0.028
97.0,chaabdu92,97.71,98.603,0.326,0.405,0.001,0.3,0.564,6.0,9.1,34.0,30.0,1.0,29.5,18.7,35.1,5.6,6.1,0.8,0.9,0.1,3.604,119.2,10,28.0,25.0,1.0,65.0,54.0,0.031,0.028,0.059
320.0,YunnN,98.13,98.13,0.327,0.396,0.002,0.667,0.579,7.333,9.333,9.0,7.0,0.0,28.0,19.333,28.667,0.667,4.333,0.333,0.0,0.0,3.414,119.667,3,9.0,7.0,0.0,16.0,16.0,0.0,0.0,0.0
160.0,Skychael,98.89,98.076,0.33,0.365,0.002,0.6,0.619,9.6,8.3,125.0,126.0,8.0,23.7,19.9,28.2,4.5,7.2,1.6,0.9,0.5,2.868,117.7,10,24.0,33.0,1.0,259.0,58.0,-0.002,-0.078,-0.08
367.0,PotassiumF,97.93,97.726,0.326,0.412,0.001,0.1,0.559,6.3,6.8,250.0,229.0,7.0,31.4,16.0,32.7,1.3,4.9,0.1,0.3,0.2,3.83,114.6,10,24.0,31.0,0.0,486.0,55.0,0.022,-0.064,-0.042
176.0,Spitzell,97.39,97.275,0.325,0.439,0.001,0.3,0.525,7.6,7.9,383.0,365.0,15.0,35.9,19.4,40.0,4.1,6.2,0.9,0.6,0.3,3.93,124.5,10,26.0,30.0,1.0,763.0,57.0,0.012,-0.035,-0.023
398.0,kabao,95.71,96.91,0.319,0.382,0.001,0.889,0.569,7.222,6.111,27.0,23.0,0.0,22.333,22.222,30.667,8.333,5.0,0.667,2.333,0.333,3.471,116.889,9,27.0,23.0,0.0,50.0,50.0,0.04,0.04,0.08
143.0,mahzrunner,98.12,96.748,0.327,0.423,0.001,0.5,0.55,8.0,7.1,52.0,64.0,3.0,30.5,20.6,36.6,6.1,6.8,1.4,1.2,0.1,3.538,121.1,10,25.0,29.0,1.0,119.0,55.0,-0.05,-0.036,-0.087
